Date,Product Name,Category,Opening Stock,Purchases,Sales,Returns,Stock Adjustments,Closing Stock,Revenue,Costs,Profit
19-11-2024,688 Selfi Stick,Hardware,8,0,2,5,3,14,2000,0,2000
20-11-2024,688 Selfi Stick,Hardware,14,0,13,7,2,10,13000,0,13000
21-11-2024,688 Selfi Stick,Hardware,10,83,7,2,-2,86,7000,56440,-49440
22-11-2024,688 Selfi Stick,Hardware,86,0,0,0,0,86,0,0,0
23-11-2024,688 Selfi Stick,Hardware,86,0,46,2,4,46,46000,0,46000
24-11-2024,688 Selfi Stick,Hardware,46,0,28,4,1,23,28000,0,28000
25-11-2024,688 Selfi Stick,Hardware,23,0,9,4,-2,16,9000,0,9000
26-11-2024,688 Selfi Stick,Hardware,16,0,16,3,-2,1,16000,0,16000
27-11-2024,688 Selfi Stick,Hardware,1,0,1,7,3,10,1000,0,1000
28-11-2024,688 Selfi Stick,Hardware,10,0,0,8,4,22,0,0,0
29-11-2024,688 Selfi Stick,Hardware,22,0,0,0,0,22,0,0,0
30-11-2024,688 Selfi Stick,Hardware,22,62,13,4,0,75,13000,42160,-29160
01-12-2024,688 Selfi Stick,Hardware,75,0,28,3,-3,47,28000,0,28000
02-12-2024,688 Selfi Stick,Hardware,47,0,24,6,-2,27,24000,0,24000
03-12-2024,688 Selfi Stick,Hardware,27,0,5,8,-4,26,5000,0,5000
04-12-2024,688 Selfi Stick,Hardware,26,0,23,4,0,7,23000,0,23000
05-12-2024,688 Selfi Stick,Hardware,7,0,5,6,2,10,5000,0,5000
06-12-2024,688 Selfi Stick,Hardware,10,0,0,0,0,10,0,0,0
07-12-2024,688 Selfi Stick,Hardware,10,0,7,0,-1,2,7000,0,7000
08-12-2024,688 Selfi Stick,Hardware,2,40,15,8,-3,32,15000,27200,-12200
09-12-2024,688 Selfi Stick,Hardware,32,0,29,6,-5,4,29000,0,29000
10-12-2024,688 Selfi Stick,Hardware,4,0,2,0,-1,1,2000,0,2000
11-12-2024,688 Selfi Stick,Hardware,1,0,1,5,2,7,1000,0,1000
12-12-2024,688 Selfi Stick,Hardware,7,0,1,3,1,10,1000,0,1000
13-12-2024,688 Selfi Stick,Hardware,10,0,0,0,0,10,0,0,0
14-12-2024,688 Selfi Stick,Hardware,10,0,2,2,-3,7,2000,0,2000
15-12-2024,688 Selfi Stick,Hardware,7,0,5,1,2,5,5000,0,5000
16-12-2024,688 Selfi Stick,Hardware,5,54,53,9,3,18,53000,36720,16280
17-12-2024,688 Selfi Stick,Hardware,18,0,7,5,2,18,7000,0,7000
18-12-2024,688 Selfi Stick,Hardware,18,0,17,2,-5,0,17000,0,17000
19-12-2024,688 Selfi Stick,Hardware,0,0,0,8,2,10,0,0,0
20-12-2024,688 Selfi Stick,Hardware,10,0,0,0,0,10,0,0,0
21-12-2024,688 Selfi Stick,Hardware,10,0,2,8,-3,13,2000,0,2000
22-12-2024,688 Selfi Stick,Hardware,13,0,11,5,-5,2,11000,0,11000
23-12-2024,688 Selfi Stick,Hardware,2,0,0,1,4,7,0,0,0
24-12-2024,688 Selfi Stick,Hardware,7,0,4,9,1,13,4000,0,4000
25-12-2024,688 Selfi Stick,Hardware,13,0,0,0,0,13,0,0,0
26-12-2024,688 Selfi Stick,Hardware,13,0,0,0,0,13,0,0,0
27-12-2024,688 Selfi Stick,Hardware,13,0,0,0,0,13,0,0,0
28-12-2024,688 Selfi Stick,Hardware,13,58,30,0,4,45,30000,39440,-9440
29-12-2024,688 Selfi Stick,Hardware,45,0,23,0,1,23,23000,0,23000
30-12-2024,688 Selfi Stick,Hardware,23,0,0,0,0,23,0,0,0
31-12-2024,688 Selfi Stick,Hardware,23,0,16,6,1,14,16000,0,16000
01-12-2023,6D Polo Club ESD,Hardware,73,0,0,0,0,73,0,0,0
02-12-2023,6D Polo Club ESD,Hardware,73,49,55,1,-1,67,24750,7350,17400
03-12-2023,6D Polo Club ESD,Hardware,67,0,14,8,-3,58,6300,0,6300
04-12-2023,6D Polo Club ESD,Hardware,58,0,55,8,-4,7,24750,0,24750
05-12-2023,6D Polo Club ESD,Hardware,7,0,0,0,0,7,0,0,0
06-12-2023,6D Polo Club ESD,Hardware,7,0,4,0,0,3,1800,0,1800
07-12-2023,6D Polo Club ESD,Hardware,3,0,0,6,-3,6,0,0,0
08-12-2023,6D Polo Club ESD,Hardware,6,0,0,0,0,6,0,0,0
09-12-2023,6D Polo Club ESD,Hardware,6,0,0,0,0,6,0,0,0
10-12-2023,6D Polo Club ESD,Hardware,6,0,3,3,2,8,1350,0,1350
11-12-2023,6D Polo Club ESD,Hardware,8,39,9,0,0,38,4050,5850,-1800
12-12-2023,6D Polo Club ESD,Hardware,38,0,20,5,0,23,9000,0,9000
13-12-2023,6D Polo Club ESD,Hardware,23,0,11,9,-1,20,4950,0,4950
14-12-2023,6D Polo Club ESD,Hardware,20,0,11,4,-2,11,4950,0,4950
15-12-2023,6D Polo Club ESD,Hardware,11,0,0,0,0,11,0,0,0
16-12-2023,6D Polo Club ESD,Hardware,11,0,3,2,-3,7,1350,0,1350
17-12-2023,6D Polo Club ESD,Hardware,7,0,5,5,-3,4,2250,0,2250
18-12-2023,6D Polo Club ESD,Hardware,4,0,0,9,-3,10,0,0,0
19-12-2023,6D Polo Club ESD,Hardware,10,0,3,5,-2,10,1350,0,1350
20-12-2023,6D Polo Club ESD,Hardware,10,0,0,0,0,10,0,0,0
21-12-2023,6D Polo Club ESD,Hardware,10,57,23,5,2,51,10350,8550,1800
22-12-2023,6D Polo Club ESD,Hardware,51,0,0,0,0,51,0,0,0
23-12-2023,6D Polo Club ESD,Hardware,51,0,9,4,3,49,4050,0,4050
24-12-2023,6D Polo Club ESD,Hardware,49,0,19,9,1,40,8550,0,8550
25-12-2023,6D Polo Club ESD,Hardware,40,0,26,7,3,24,11700,0,11700
26-12-2023,6D Polo Club ESD,Hardware,24,0,6,9,0,27,2700,0,2700
27-12-2023,6D Polo Club ESD,Hardware,27,0,7,9,-1,28,3150,0,3150
28-12-2023,6D Polo Club ESD,Hardware,28,0,1,7,2,36,450,0,450
29-12-2023,6D Polo Club ESD,Hardware,36,0,0,0,0,36,0,0,0
30-12-2023,6D Polo Club ESD,Hardware,36,0,28,8,2,18,12600,0,12600
31-12-2023,6D Polo Club ESD,Hardware,18,42,20,8,4,52,9000,6300,2700
01-01-2024,6D Polo Club ESD,Hardware,52,0,0,0,0,52,0,0,0
02-01-2024,6D Polo Club ESD,Hardware,52,0,17,5,-4,36,7650,0,7650
03-01-2024,6D Polo Club ESD,Hardware,36,0,33,7,-4,6,14850,0,14850
04-01-2024,6D Polo Club ESD,Hardware,6,0,2,3,2,9,900,0,900
05-01-2024,6D Polo Club ESD,Hardware,9,0,0,0,0,9,0,0,0
06-01-2024,6D Polo Club ESD,Hardware,9,0,9,8,0,8,4050,0,4050
07-01-2024,6D Polo Club ESD,Hardware,8,0,0,2,-2,8,0,0,0
08-01-2024,6D Polo Club ESD,Hardware,8,48,35,7,4,32,15750,7200,8550
09-01-2024,6D Polo Club ESD,Hardware,32,0,18,2,-5,11,8100,0,8100
10-01-2024,6D Polo Club ESD,Hardware,11,0,10,3,4,8,4500,0,4500
11-01-2024,6D Polo Club ESD,Hardware,8,0,5,8,-2,9,2250,0,2250
12-01-2024,6D Polo Club ESD,Hardware,9,0,0,0,0,9,0,0,0
13-01-2024,6D Polo Club ESD,Hardware,9,0,4,4,3,12,1800,0,1800
14-01-2024,6D Polo Club ESD,Hardware,12,0,9,9,-5,7,4050,0,4050
15-01-2024,6D Polo Club ESD,Hardware,7,0,0,9,-1,15,0,0,0
16-01-2024,6D Polo Club ESD,Hardware,15,0,5,9,-3,16,2250,0,2250
17-01-2024,6D Polo Club ESD,Hardware,16,38,31,7,2,32,13950,5700,8250
18-01-2024,6D Polo Club ESD,Hardware,32,0,11,8,-5,24,4950,0,4950
19-01-2024,6D Polo Club ESD,Hardware,24,0,0,0,0,24,0,0,0
20-01-2024,6D Polo Club ESD,Hardware,24,0,4,0,4,24,1800,0,1800
21-01-2024,6D Polo Club ESD,Hardware,24,0,14,9,-5,14,6300,0,6300
22-01-2024,6D Polo Club ESD,Hardware,14,0,1,9,-1,21,450,0,450
23-01-2024,6D Polo Club ESD,Hardware,21,0,9,9,4,25,4050,0,4050
24-01-2024,6D Polo Club ESD,Hardware,25,60,25,3,-4,59,11250,9000,2250
25-01-2024,6D Polo Club ESD,Hardware,59,0,15,4,-5,43,6750,0,6750
26-01-2024,6D Polo Club ESD,Hardware,43,0,0,0,0,43,0,0,0
27-01-2024,6D Polo Club ESD,Hardware,43,0,25,4,-4,18,11250,0,11250
28-01-2024,6D Polo Club ESD,Hardware,18,0,0,0,0,18,0,0,0
29-01-2024,6D Polo Club ESD,Hardware,18,0,15,3,1,7,6750,0,6750
30-01-2024,6D Polo Club ESD,Hardware,7,0,5,1,0,3,2250,0,2250
31-01-2024,6D Polo Club ESD,Hardware,3,0,1,4,3,9,450,0,450
01-02-2024,6D Polo Club ESD,Hardware,9,0,7,2,0,4,3150,0,3150
02-02-2024,6D Polo Club ESD,Hardware,4,0,0,0,0,4,0,0,0
03-02-2024,6D Polo Club ESD,Hardware,4,0,0,9,2,15,0,0,0
04-02-2024,6D Polo Club ESD,Hardware,15,70,7,7,1,86,3150,10500,-7350
05-02-2024,6D Polo Club ESD,Hardware,86,0,0,0,0,86,0,0,0
06-02-2024,6D Polo Club ESD,Hardware,86,0,9,1,-1,77,4050,0,4050
07-02-2024,6D Polo Club ESD,Hardware,77,0,15,8,-2,68,6750,0,6750
08-02-2024,6D Polo Club ESD,Hardware,68,0,0,0,0,68,0,0,0
09-02-2024,6D Polo Club ESD,Hardware,68,0,0,0,0,68,0,0,0
10-02-2024,6D Polo Club ESD,Hardware,68,0,57,0,4,15,25650,0,25650
11-02-2024,6D Polo Club ESD,Hardware,15,0,12,0,0,3,5400,0,5400
12-02-2024,6D Polo Club ESD,Hardware,3,0,3,4,-4,0,1350,0,1350
13-02-2024,6D Polo Club ESD,Hardware,0,43,16,8,2,37,7200,6450,750
14-02-2024,6D Polo Club ESD,Hardware,37,0,7,5,-3,32,3150,0,3150
15-02-2024,6D Polo Club ESD,Hardware,32,0,24,0,-5,3,10800,0,10800
16-02-2024,6D Polo Club ESD,Hardware,3,0,0,0,0,3,0,0,0
17-02-2024,6D Polo Club ESD,Hardware,3,0,2,4,3,8,900,0,900
18-02-2024,6D Polo Club ESD,Hardware,8,0,6,0,-5,0,2700,0,2700
19-02-2024,6D Polo Club ESD,Hardware,0,0,0,2,2,4,0,0,0
20-02-2024,6D Polo Club ESD,Hardware,4,0,1,0,-3,0,450,0,450
21-02-2024,6D Polo Club ESD,Hardware,0,0,0,0,0,0,0,0,0
22-02-2024,6D Polo Club ESD,Hardware,0,98,39,4,-5,58,17550,14700,2850
23-02-2024,6D Polo Club ESD,Hardware,58,0,0,0,0,58,0,0,0
24-02-2024,6D Polo Club ESD,Hardware,58,0,40,3,-3,18,18000,0,18000
25-02-2024,6D Polo Club ESD,Hardware,18,0,11,7,3,17,4950,0,4950
26-02-2024,6D Polo Club ESD,Hardware,17,0,16,8,-5,4,7200,0,7200
27-02-2024,6D Polo Club ESD,Hardware,4,0,0,0,0,4,0,0,0
28-02-2024,6D Polo Club ESD,Hardware,4,0,4,2,-3,0,1800,0,1800
29-02-2024,6D Polo Club ESD,Hardware,0,0,0,8,-5,3,0,0,0
01-03-2024,6D Polo Club ESD,Hardware,3,0,0,0,0,3,0,0,0
02-03-2024,6D Polo Club ESD,Hardware,3,0,0,0,3,6,0,0,0
03-03-2024,6D Polo Club ESD,Hardware,6,0,6,0,-2,0,2700,0,2700
04-03-2024,6D Polo Club ESD,Hardware,0,0,0,0,0,0,0,0,0
05-03-2024,6D Polo Club ESD,Hardware,0,55,9,7,3,56,4050,8250,-4200
06-03-2024,6D Polo Club ESD,Hardware,56,0,16,8,-2,46,7200,0,7200
07-03-2024,6D Polo Club ESD,Hardware,46,0,30,3,-4,15,13500,0,13500
08-03-2024,6D Polo Club ESD,Hardware,15,0,0,0,0,15,0,0,0
09-03-2024,6D Polo Club ESD,Hardware,15,0,5,8,0,18,2250,0,2250
10-03-2024,6D Polo Club ESD,Hardware,18,0,0,8,-1,25,0,0,0
11-03-2024,6D Polo Club ESD,Hardware,25,0,15,3,4,17,6750,0,6750
12-03-2024,6D Polo Club ESD,Hardware,17,0,0,0,0,17,0,0,0
13-03-2024,6D Polo Club ESD,Hardware,17,0,15,9,-3,8,6750,0,6750
14-03-2024,6D Polo Club ESD,Hardware,8,0,0,6,0,14,0,0,0
15-03-2024,6D Polo Club ESD,Hardware,14,0,0,0,0,14,0,0,0
16-03-2024,6D Polo Club ESD,Hardware,14,83,82,0,-2,13,36900,12450,24450
17-03-2024,6D Polo Club ESD,Hardware,13,0,9,3,-2,5,4050,0,4050
18-03-2024,6D Polo Club ESD,Hardware,5,0,5,5,-5,0,2250,0,2250
19-03-2024,6D Polo Club ESD,Hardware,0,0,0,0,0,0,0,0,0
20-03-2024,6D Polo Club ESD,Hardware,0,0,0,6,-3,3,0,0,0
21-03-2024,6D Polo Club ESD,Hardware,3,0,2,4,-1,4,900,0,900
22-03-2024,6D Polo Club ESD,Hardware,4,0,0,0,0,4,0,0,0
23-03-2024,6D Polo Club ESD,Hardware,4,0,0,0,0,4,0,0,0
24-03-2024,6D Polo Club ESD,Hardware,4,0,1,4,-2,5,450,0,450
25-03-2024,6D Polo Club ESD,Hardware,5,0,3,8,-5,5,1350,0,1350
26-03-2024,6D Polo Club ESD,Hardware,5,0,0,0,0,5,0,0,0
27-03-2024,6D Polo Club ESD,Hardware,5,31,36,3,-1,2,16200,4650,11550
28-03-2024,6D Polo Club ESD,Hardware,2,0,0,5,-2,5,0,0,0
29-03-2024,6D Polo Club ESD,Hardware,5,0,0,0,0,5,0,0,0
30-03-2024,6D Polo Club ESD,Hardware,5,0,1,3,-1,6,450,0,450
31-03-2024,6D Polo Club ESD,Hardware,6,0,5,0,-4,0,2250,0,2250
01-04-2024,6D Polo Club ESD,Hardware,0,0,0,3,-5,0,0,0,0
02-04-2024,6D Polo Club ESD,Hardware,0,0,0,6,-3,3,0,0,0
03-04-2024,6D Polo Club ESD,Hardware,3,0,0,5,-2,6,0,0,0
04-04-2024,6D Polo Club ESD,Hardware,6,27,10,8,0,31,4500,4050,450
05-04-2024,6D Polo Club ESD,Hardware,31,0,0,0,0,31,0,0,0
06-04-2024,6D Polo Club ESD,Hardware,31,0,13,7,4,29,5850,0,5850
07-04-2024,6D Polo Club ESD,Hardware,29,0,15,6,-5,15,6750,0,6750
08-04-2024,6D Polo Club ESD,Hardware,15,0,3,1,-1,12,1350,0,1350
09-04-2024,6D Polo Club ESD,Hardware,12,0,4,7,1,16,1800,0,1800
10-04-2024,6D Polo Club ESD,Hardware,16,0,0,0,0,16,0,0,0
11-04-2024,6D Polo Club ESD,Hardware,16,0,0,0,0,16,0,0,0
12-04-2024,6D Polo Club ESD,Hardware,16,0,0,0,0,16,0,0,0
13-04-2024,6D Polo Club ESD,Hardware,16,0,0,0,0,16,0,0,0
14-04-2024,6D Polo Club ESD,Hardware,16,73,1,8,-2,94,450,10950,-10500
15-04-2024,6D Polo Club ESD,Hardware,94,0,83,4,-1,14,37350,0,37350
16-04-2024,6D Polo Club ESD,Hardware,14,0,13,6,-2,5,5850,0,5850
17-04-2024,6D Polo Club ESD,Hardware,5,0,0,4,-3,6,0,0,0
18-04-2024,6D Polo Club ESD,Hardware,6,0,6,1,3,4,2700,0,2700
19-04-2024,6D Polo Club ESD,Hardware,4,0,0,0,0,4,0,0,0
20-04-2024,6D Polo Club ESD,Hardware,4,0,4,6,-4,2,1800,0,1800
21-04-2024,6D Polo Club ESD,Hardware,2,0,0,4,3,9,0,0,0
22-04-2024,6D Polo Club ESD,Hardware,9,0,1,5,1,14,450,0,450
23-04-2024,6D Polo Club ESD,Hardware,14,0,0,6,3,23,0,0,0
24-04-2024,6D Polo Club ESD,Hardware,23,0,5,2,-5,15,2250,0,2250
25-04-2024,6D Polo Club ESD,Hardware,15,0,2,5,-4,14,900,0,900
26-04-2024,6D Polo Club ESD,Hardware,14,0,0,0,0,14,0,0,0
27-04-2024,6D Polo Club ESD,Hardware,14,81,26,3,4,76,11700,12150,-450
28-04-2024,6D Polo Club ESD,Hardware,76,0,6,3,3,76,2700,0,2700
29-04-2024,6D Polo Club ESD,Hardware,76,0,25,9,3,63,11250,0,11250
30-04-2024,6D Polo Club ESD,Hardware,63,0,34,3,4,36,15300,0,15300
01-05-2024,6D Polo Club ESD,Hardware,36,0,0,0,0,36,0,0,0
02-05-2024,6D Polo Club ESD,Hardware,36,0,34,7,1,10,15300,0,15300
03-05-2024,6D Polo Club ESD,Hardware,10,0,0,0,0,10,0,0,0
04-05-2024,6D Polo Club ESD,Hardware,10,0,2,6,3,17,900,0,900
05-05-2024,6D Polo Club ESD,Hardware,17,50,62,0,3,8,27900,7500,20400
06-05-2024,6D Polo Club ESD,Hardware,8,0,5,4,-4,3,2250,0,2250
07-05-2024,6D Polo Club ESD,Hardware,3,0,3,0,-2,0,1350,0,1350
08-05-2024,6D Polo Club ESD,Hardware,0,0,0,7,0,7,0,0,0
09-05-2024,6D Polo Club ESD,Hardware,7,0,2,9,4,18,900,0,900
10-05-2024,6D Polo Club ESD,Hardware,18,0,0,0,0,18,0,0,0
11-05-2024,6D Polo Club ESD,Hardware,18,0,16,8,-2,8,7200,0,7200
12-05-2024,6D Polo Club ESD,Hardware,8,0,1,8,-3,12,450,0,450
13-05-2024,6D Polo Club ESD,Hardware,12,0,6,0,3,9,2700,0,2700
14-05-2024,6D Polo Club ESD,Hardware,9,0,9,4,0,4,4050,0,4050
15-05-2024,6D Polo Club ESD,Hardware,4,29,9,8,-5,27,4050,4350,-300
16-05-2024,6D Polo Club ESD,Hardware,27,0,8,0,-2,17,3600,0,3600
17-05-2024,6D Polo Club ESD,Hardware,17,0,0,0,0,17,0,0,0
18-05-2024,6D Polo Club ESD,Hardware,17,0,5,0,-2,10,2250,0,2250
19-05-2024,6D Polo Club ESD,Hardware,10,0,7,1,2,6,3150,0,3150
20-05-2024,6D Polo Club ESD,Hardware,6,0,0,7,1,14,0,0,0
21-05-2024,6D Polo Club ESD,Hardware,14,0,12,7,-1,8,5400,0,5400
22-05-2024,6D Polo Club ESD,Hardware,8,47,11,3,3,50,4950,7050,-2100
23-05-2024,6D Polo Club ESD,Hardware,50,0,8,4,-5,41,3600,0,3600
24-05-2024,6D Polo Club ESD,Hardware,41,0,0,0,0,41,0,0,0
25-05-2024,6D Polo Club ESD,Hardware,41,0,15,3,2,31,6750,0,6750
26-05-2024,6D Polo Club ESD,Hardware,31,0,24,3,-1,9,10800,0,10800
27-05-2024,6D Polo Club ESD,Hardware,9,0,0,0,2,11,0,0,0
28-05-2024,6D Polo Club ESD,Hardware,11,0,0,0,0,11,0,0,0
29-05-2024,6D Polo Club ESD,Hardware,11,0,9,6,3,11,4050,0,4050
30-05-2024,6D Polo Club ESD,Hardware,11,0,6,2,3,10,2700,0,2700
31-05-2024,6D Polo Club ESD,Hardware,10,0,0,0,0,10,0,0,0
01-06-2024,6D Polo Club ESD,Hardware,10,0,3,2,4,13,1350,0,1350
02-06-2024,6D Polo Club ESD,Hardware,13,0,10,6,-2,7,4500,0,4500
03-06-2024,6D Polo Club ESD,Hardware,7,71,61,1,2,20,27450,10650,16800
04-06-2024,6D Polo Club ESD,Hardware,20,0,0,0,0,20,0,0,0
05-06-2024,6D Polo Club ESD,Hardware,20,0,17,2,-3,2,7650,0,7650
06-06-2024,6D Polo Club ESD,Hardware,2,0,1,3,-2,2,450,0,450
07-06-2024,6D Polo Club ESD,Hardware,2,0,0,0,0,2,0,0,0
08-06-2024,6D Polo Club ESD,Hardware,2,0,1,5,2,8,450,0,450
09-06-2024,6D Polo Club ESD,Hardware,8,0,4,0,1,5,1800,0,1800
10-06-2024,6D Polo Club ESD,Hardware,5,0,2,3,-5,1,900,0,900
11-06-2024,6D Polo Club ESD,Hardware,1,23,0,4,3,31,0,3450,-3450
12-06-2024,6D Polo Club ESD,Hardware,31,0,14,3,-2,18,6300,0,6300
13-06-2024,6D Polo Club ESD,Hardware,18,0,11,6,-3,10,4950,0,4950
14-06-2024,6D Polo Club ESD,Hardware,10,0,0,0,0,10,0,0,0
15-06-2024,6D Polo Club ESD,Hardware,10,0,6,3,-2,5,2700,0,2700
16-06-2024,6D Polo Club ESD,Hardware,5,0,3,9,-2,9,1350,0,1350
17-06-2024,6D Polo Club ESD,Hardware,9,0,0,0,0,9,0,0,0
18-06-2024,6D Polo Club ESD,Hardware,9,0,0,0,0,9,0,0,0
19-06-2024,6D Polo Club ESD,Hardware,9,0,0,0,0,9,0,0,0
20-06-2024,6D Polo Club ESD,Hardware,9,63,8,3,2,69,3600,9450,-5850
21-06-2024,6D Polo Club ESD,Hardware,69,0,0,0,0,69,0,0,0
22-06-2024,6D Polo Club ESD,Hardware,69,0,50,3,1,23,22500,0,22500
23-06-2024,6D Polo Club ESD,Hardware,23,0,15,4,-1,11,6750,0,6750
24-06-2024,6D Polo Club ESD,Hardware,11,0,0,5,-2,14,0,0,0
25-06-2024,6D Polo Club ESD,Hardware,14,0,0,4,-1,17,0,0,0
26-06-2024,6D Polo Club ESD,Hardware,17,0,3,6,-5,15,1350,0,1350
27-06-2024,6D Polo Club ESD,Hardware,15,0,9,1,-3,4,4050,0,4050
28-06-2024,6D Polo Club ESD,Hardware,4,0,0,0,0,4,0,0,0
29-06-2024,6D Polo Club ESD,Hardware,4,0,1,2,-1,4,450,0,450
30-06-2024,6D Polo Club ESD,Hardware,4,30,3,3,-3,31,1350,4500,-3150
01-07-2024,6D Polo Club ESD,Hardware,31,0,0,0,0,31,0,0,0
02-07-2024,6D Polo Club ESD,Hardware,31,0,12,6,0,25,5400,0,5400
03-07-2024,6D Polo Club ESD,Hardware,25,0,19,4,-2,8,8550,0,8550
04-07-2024,6D Polo Club ESD,Hardware,8,0,0,0,0,8,0,0,0
05-07-2024,6D Polo Club ESD,Hardware,8,0,0,0,0,8,0,0,0
06-07-2024,6D Polo Club ESD,Hardware,8,0,0,2,-4,6,0,0,0
07-07-2024,6D Polo Club ESD,Hardware,6,58,29,6,0,41,13050,8700,4350
08-07-2024,6D Polo Club ESD,Hardware,41,0,23,1,-5,14,10350,0,10350
09-07-2024,6D Polo Club ESD,Hardware,14,0,0,1,0,15,0,0,0
10-07-2024,6D Polo Club ESD,Hardware,15,0,14,2,-5,0,6300,0,6300
11-07-2024,6D Polo Club ESD,Hardware,0,0,0,8,-5,3,0,0,0
12-07-2024,6D Polo Club ESD,Hardware,3,0,0,0,0,3,0,0,0
13-07-2024,6D Polo Club ESD,Hardware,3,0,3,9,-2,7,1350,0,1350
14-07-2024,6D Polo Club ESD,Hardware,7,0,3,5,1,10,1350,0,1350
15-07-2024,6D Polo Club ESD,Hardware,10,0,8,6,-4,4,3600,0,3600
16-07-2024,6D Polo Club ESD,Hardware,4,0,0,0,0,4,0,0,0
17-07-2024,6D Polo Club ESD,Hardware,4,0,0,0,0,4,0,0,0
18-07-2024,6D Polo Club ESD,Hardware,4,0,3,8,2,11,1350,0,1350
19-07-2024,6D Polo Club ESD,Hardware,11,0,0,0,0,11,0,0,0
20-07-2024,6D Polo Club ESD,Hardware,11,56,56,1,1,13,25200,8400,16800
21-07-2024,6D Polo Club ESD,Hardware,13,0,4,8,1,18,1800,0,1800
22-07-2024,6D Polo Club ESD,Hardware,18,0,0,0,0,18,0,0,0
23-07-2024,6D Polo Club ESD,Hardware,18,0,6,3,4,19,2700,0,2700
24-07-2024,6D Polo Club ESD,Hardware,19,0,8,7,-4,14,3600,0,3600
25-07-2024,6D Polo Club ESD,Hardware,14,0,2,1,4,17,900,0,900
26-07-2024,6D Polo Club ESD,Hardware,17,0,0,0,0,17,0,0,0
27-07-2024,6D Polo Club ESD,Hardware,17,0,0,0,0,17,0,0,0
28-07-2024,6D Polo Club ESD,Hardware,17,0,6,3,1,15,2700,0,2700
29-07-2024,6D Polo Club ESD,Hardware,15,0,14,3,-2,2,6300,0,6300
30-07-2024,6D Polo Club ESD,Hardware,2,0,0,0,0,2,0,0,0
31-07-2024,6D Polo Club ESD,Hardware,2,0,0,0,0,2,0,0,0
01-08-2024,6D Polo Club ESD,Hardware,2,31,25,8,-4,12,11250,4650,6600
02-08-2024,6D Polo Club ESD,Hardware,12,0,0,0,0,12,0,0,0
03-08-2024,6D Polo Club ESD,Hardware,12,0,2,9,-5,14,900,0,900
04-08-2024,6D Polo Club ESD,Hardware,14,0,9,2,-2,5,4050,0,4050
05-08-2024,6D Polo Club ESD,Hardware,5,0,3,5,-2,5,1350,0,1350
06-08-2024,6D Polo Club ESD,Hardware,5,0,0,2,1,8,0,0,0
07-08-2024,6D Polo Club ESD,Hardware,8,0,2,5,-1,10,900,0,900
08-08-2024,6D Polo Club ESD,Hardware,10,0,1,6,0,15,450,0,450
09-08-2024,6D Polo Club ESD,Hardware,15,0,0,0,0,15,0,0,0
10-08-2024,6D Polo Club ESD,Hardware,15,92,59,4,3,55,26550,13800,12750
11-08-2024,6D Polo Club ESD,Hardware,55,0,2,4,4,61,900,0,900
12-08-2024,6D Polo Club ESD,Hardware,61,0,0,0,0,61,0,0,0
13-08-2024,6D Polo Club ESD,Hardware,61,0,0,2,-1,62,0,0,0
14-08-2024,6D Polo Club ESD,Hardware,62,0,0,0,0,62,0,0,0
15-08-2024,6D Polo Club ESD,Hardware,62,0,47,8,1,24,21150,0,21150
16-08-2024,6D Polo Club ESD,Hardware,24,0,0,0,0,24,0,0,0
17-08-2024,6D Polo Club ESD,Hardware,24,0,4,9,-2,27,1800,0,1800
18-08-2024,6D Polo Club ESD,Hardware,27,0,21,7,3,16,9450,0,9450
19-08-2024,6D Polo Club ESD,Hardware,16,29,42,1,0,4,18900,4350,14550
20-08-2024,6D Polo Club ESD,Hardware,4,0,1,6,-3,6,450,0,450
21-08-2024,6D Polo Club ESD,Hardware,6,0,6,9,-4,5,2700,0,2700
22-08-2024,6D Polo Club ESD,Hardware,5,0,4,5,0,6,1800,0,1800
23-08-2024,6D Polo Club ESD,Hardware,6,0,0,0,0,6,0,0,0
24-08-2024,6D Polo Club ESD,Hardware,6,0,4,1,-2,1,1800,0,1800
25-08-2024,6D Polo Club ESD,Hardware,1,0,1,5,-1,4,450,0,450
26-08-2024,6D Polo Club ESD,Hardware,4,0,1,5,-2,6,450,0,450
27-08-2024,6D Polo Club ESD,Hardware,6,0,0,1,-4,3,0,0,0
28-08-2024,6D Polo Club ESD,Hardware,3,0,0,2,-5,0,0,0,0
29-08-2024,6D Polo Club ESD,Hardware,0,0,0,8,1,9,0,0,0
30-08-2024,6D Polo Club ESD,Hardware,9,0,0,0,0,9,0,0,0
31-08-2024,6D Polo Club ESD,Hardware,9,36,0,1,4,50,0,5400,-5400
01-09-2024,6D Polo Club ESD,Hardware,50,0,29,3,-5,19,13050,0,13050
02-09-2024,6D Polo Club ESD,Hardware,19,0,8,1,3,15,3600,0,3600
03-09-2024,6D Polo Club ESD,Hardware,15,0,8,4,0,11,3600,0,3600
04-09-2024,6D Polo Club ESD,Hardware,11,0,6,7,3,15,2700,0,2700
05-09-2024,6D Polo Club ESD,Hardware,15,0,8,7,4,18,3600,0,3600
06-09-2024,6D Polo Club ESD,Hardware,18,0,0,0,0,18,0,0,0
07-09-2024,6D Polo Club ESD,Hardware,18,51,63,3,-4,5,28350,7650,20700
08-09-2024,6D Polo Club ESD,Hardware,5,0,2,2,-2,3,900,0,900
09-09-2024,6D Polo Club ESD,Hardware,3,0,2,8,1,10,900,0,900
